;FR20013;FR20046;FR20062;FR20065;FR20061;FR20077;FR20037;FR20017;FR20048
11/10/2007;48.0;43.0;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/10/2007;59.0;48.1;47.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/10/2007;57.0;49.7;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/10/2007;54.0;48.1;58.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/10/2007;44.0;34.6;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/10/2007;37.0;31.9;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/10/2007;34.0;22.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/10/2007;23.0;13.1;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/10/2007;19.0;14.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/10/2007;14.0;13.7;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/10/2007;15.0;13.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/10/2007;21.0;18.6;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/10/2007;37.0;27.8;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/10/2007;41.0;30.1;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/10/2007;42.0;28.1;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/10/2007;49.0;32.2;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/10/2007;58.0;45.5;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/10/2007;63.0;55.6;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/10/2007;54.0;45.2;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/10/2007;24.0;21.3;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/10/2007;26.0;20.1;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/11/2007;45.0;35.3;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/11/2007;52.0;38.4;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/11/2007;59.0;44.2;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/11/2007;44.0;40.9;42.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/11/2007;37.0;26.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/11/2007;40.0;35.4;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/11/2007;28.0;26.6;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/11/2007;34.0;26.1;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/11/2007;25.0;18.4;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/11/2007;38.0;32.7;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/11/2007;32.0;24.9;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/11/2007;21.0;14.6;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/11/2007;28.0;20.9;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/11/2007;36.0;14.9;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/11/2007;20.0;18.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/11/2007;26.0;19.6;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/11/2007;46.0;38.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/11/2007;77.0;77.6;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/11/2007;42.0;27.6;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/11/2007;19.0;16.3;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/11/2007;30.0;23.5;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/11/2007;39.0;19.9;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/11/2007;30.0;14.6;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/11/2007;22.0;19.7;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/11/2007;22.0;17.4;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/11/2007;18.0;15.6;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/11/2007;18.0;16.2;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/11/2007;42.0;33.1;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/11/2007;59.0;45.8;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/11/2007;70.0;54.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/12/2007;70.0;56.6;62.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/12/2007;38.0;29.3;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/12/2007;22.0;13.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/12/2007;31.0;21.9;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/12/2007;52.0;39.2;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/12/2007;57.0;39.1;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/12/2007;28.0;18.5;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/12/2007;19.0;10.4;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/12/2007;15.0;8.7;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/12/2007;17.0;9.6;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/12/2007;14.0;10.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/12/2007;26.0;17.4;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/12/2007;39.0;26.9;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/12/2007;36.0;32.6;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/12/2007;39.0;31.6;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/12/2007;50.0;41.8;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/12/2007;73.0;64.3;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/12/2007;69.0;58.0;67.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/12/2007;72.0;62.7;68.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/12/2007;87.0;69.2;76.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/12/2007;107.0;66.7;88.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/12/2007;120.0;68.3;85.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/12/2007;109.0;89.6;106.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/12/2007;77.0;62.0;77.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/12/2007;75.0;61.0;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/12/2007;89.0;60.2;69.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/12/2007;44.0;25.1;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/12/2007;46.0;39.1;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/12/2007;58.0;41.6;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/12/2007;35.0;34.8;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/12/2007;25.0;20.7;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/01/2008;37.0;27.1;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/01/2008;65.0;45.2;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/01/2008;48.0;34.6;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/01/2008;64.0;38.3;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/01/2008;24.0;16.1;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/01/2008;31.0;20.3;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/01/2008;35.0;29.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/01/2008;45.0;38.2;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/01/2008;40.0;28.2;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/01/2008;29.0;24.3;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/01/2008;19.0;16.4;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/01/2008;37.0;14.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/01/2008;26.0;21.4;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/01/2008;20.0;15.8;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/01/2008;23.0;21.4;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/01/2008;18.0;15.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/01/2008;35.0;28.1;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/01/2008;47.0;37.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/01/2008;53.0;29.5;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/01/2008;36.0;22.5;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/01/2008;51.0;36.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/01/2008;34.0;23.6;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/01/2008;37.0;26.4;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/01/2008;65.0;63.2;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/01/2008;38.0;29.9;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/01/2008;52.0;44.5;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/01/2008;76.0;60.4;75.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/01/2008;72.0;58.5;60.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/01/2008;90.0;77.7;80.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/01/2008;74.0;57.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/01/2008;35.0;24.2;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/02/2008;33.0;22.3;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/02/2008;22.0;14.1;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/02/2008;21.0;22.9;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/02/2008;20.0;13.5;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/02/2008;27.0;31.5;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/02/2008;40.0;29.8;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/02/2008;31.0;20.1;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/02/2008;53.0;42.1;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/02/2008;63.0;77.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/02/2008;67.0;75.7;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/02/2008;71.0;76.2;67.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/02/2008;91.0;90.4;80.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/02/2008;100.0;115.6;89.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/02/2008;107.0;124.8;106.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/02/2008;93.0;97.1;84.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/02/2008;65.0;55.3;51.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/02/2008;79.0;75.6;72.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/02/2008;61.0;56.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/02/2008;47.0;42.6;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/02/2008;33.0;19.9;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/02/2008;56.0;39.9;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/02/2008;57.0;46.7;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/02/2008;55.0;48.9;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/02/2008;40.0;26.8;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/02/2008;44.0;26.9;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/02/2008;46.0;30.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/02/2008;46.0;26.6;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/02/2008;52.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/02/2008;61.0;37.2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/03/2008;33.0;16.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/03/2008;34.0;18.1;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/03/2008;28.0;16.2;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/03/2008;21.0;10.8;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/03/2008;17.0;11.5;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/03/2008;19.0;12.7;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/03/2008;33.0;21.9;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/03/2008;29.0;22.3;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/03/2008;27.0;21.5;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/03/2008;18.0;10.9;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/03/2008;24.0;11.2;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/03/2008;22.0;12.5;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/03/2008;27.0;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/03/2008;41.0;-1.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/03/2008;29.0;27.1;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/03/2008;15.0;7.9;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/03/2008;24.0;12.8;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/03/2008;26.0;21.3;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/03/2008;23.0;16.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/03/2008;23.0;18.5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/03/2008;22.0;17.6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/03/2008;20.0;13.5;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/03/2008;22.0;17.9;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/03/2008;19.0;17.3;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/03/2008;26.0;23.6;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/03/2008;32.0;21.1;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/03/2008;22.0;11.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/03/2008;27.0;16.2;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/03/2008;27.0;17.7;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/03/2008;19.0;15.5;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/03/2008;26.0;13.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/04/2008;22.0;15.6;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/04/2008;27.0;20.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/04/2008;24.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/04/2008;28.0;21.3;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/04/2008;38.0;25.3;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/04/2008;25.0;15.9;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/04/2008;24.0;13.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/04/2008;36.0;19.3;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/04/2008;29.0;15.2;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/04/2008;33.0;15.4;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/04/2008;35.0;29.1;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/04/2008;34.0;32.7;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/04/2008;18.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/04/2008;15.0;8.3;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/04/2008;26.0;16.9;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/04/2008;27.0;16.8;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/04/2008;26.0;18.4;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/04/2008;24.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/04/2008;15.0;8.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/04/2008;17.0;11.3;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/04/2008;19.0;10.6;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/04/2008;24.0;16.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/04/2008;31.0;21.7;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/04/2008;22.0;13.6;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/04/2008;25.0;17.6;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/04/2008;27.0;18.3;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/04/2008;20.0;17.3;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/04/2008;22.0;13.6;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/04/2008;25.0;19.6;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/04/2008;19.0;12.2;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/05/2008;17.0;15.3;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/05/2008;28.0;14.8;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/05/2008;32.0;25.6;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/05/2008;31.0;25.4;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/05/2008;31.0;20.8;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/05/2008;34.0;-1.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/05/2008;33.0;-1.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/05/2008;21.0;19.5;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/05/2008;25.0;19.7;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/05/2008;29.0;25.1;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/05/2008;25.0;19.5;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/05/2008;20.0;13.4;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/05/2008;24.0;16.8;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/05/2008;31.0;-1.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/05/2008;28.0;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/05/2008;39.0;12.1;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/05/2008;18.0;4.9;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/05/2008;16.0;6.9;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/05/2008;19.0;8.2;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/05/2008;26.0;16.2;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/05/2008;27.0;15.7;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/05/2008;29.0;21.1;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/05/2008;-1.0;21.4;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/05/2008;21.0;14.4;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/05/2008;24.0;12.8;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/05/2008;33.0;15.8;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/05/2008;39.0;23.8;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/05/2008;23.0;9.7;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/05/2008;35.0;20.6;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/05/2008;40.0;23.7;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
31/05/2008;31.0;15.6;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/06/2008;28.0;11.7;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/06/2008;26.0;11.6;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/06/2008;27.0;11.4;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/06/2008;24.0;11.9;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/06/2008;21.0;14.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/06/2008;-1.0;13.4;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/06/2008;20.0;14.1;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/06/2008;25.0;23.5;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/06/2008;-1.0;16.2;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/06/2008;31.0;25.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/06/2008;29.0;27.7;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/06/2008;26.0;-1.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/06/2008;19.0;14.1;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/06/2008;20.0;15.8;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/06/2008;29.0;21.6;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/06/2008;36.0;-1.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/06/2008;40.0;19.1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/06/2008;26.0;17.8;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/06/2008;34.0;22.4;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/06/2008;33.0;19.3;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
21/06/2008;26.0;21.6;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
22/06/2008;23.0;24.1;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
23/06/2008;30.0;22.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
24/06/2008;31.0;24.5;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
25/06/2008;30.0;28.4;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
26/06/2008;20.0;18.1;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
27/06/2008;20.0;18.9;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
28/06/2008;20.0;18.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
29/06/2008;-1.0;21.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
30/06/2008;-1.0;18.2;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
01/07/2008;-1.0;25.3;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
02/07/2008;-1.0;27.6;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
03/07/2008;-1.0;15.7;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
04/07/2008;-1.0;17.3;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
05/07/2008;26.0;23.7;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
06/07/2008;17.0;15.2;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
07/07/2008;15.0;13.7;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
08/07/2008;19.0;14.9;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
09/07/2008;27.0;19.6;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
10/07/2008;39.0;27.2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
11/07/2008;35.0;29.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
12/07/2008;17.0;16.4;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
13/07/2008;14.0;11.3;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
14/07/2008;12.0;13.5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
15/07/2008;21.0;17.3;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
16/07/2008;26.0;21.9;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
17/07/2008;24.0;22.5;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
18/07/2008;19.0;17.9;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
19/07/2008;20.0;20.1;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
20/07/2008;17.0;21.3;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0
