;FR20038;FR20061;FR20029;FR20013;FR20031;FR20019;FR20037;FR20046;FR20045;FR20062;FR20063;FR20048;FR20017;FR20065;FR20069;FR20070;FR20071;FR20077;indicateur;moyenne;q1;mediane;q3;d10;seuil_oms
05/06/2010;22.0;22.0;23.0;34.0;22.0;26.0;20.0;24.0;20.0;26.0;29.0;19.0;22.0;60.0;-1.0;-1.0;-1.0;-1.0;30.37;1;1;1;0;0;0
06/06/2010;17.0;18.0;19.0;22.0;18.0;17.0;17.0;17.0;15.0;19.0;20.0;17.0;18.0;37.0;-1.0;-1.0;-1.0;-1.0;21.54;0;1;0;0;0;0
07/06/2010;19.0;19.0;21.0;43.0;19.0;13.0;18.0;18.0;17.0;21.0;24.0;16.0;21.0;28.0;-1.0;-1.0;-1.0;-1.0;20.89;0;1;0;0;0;0
08/06/2010;20.0;30.0;22.0;34.0;18.0;26.0;21.0;23.0;19.0;22.0;29.0;20.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.79;0;1;1;0;0;0
09/06/2010;21.0;46.0;23.0;45.0;22.0;25.0;21.0;27.0;19.0;25.0;34.0;24.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.88;1;1;1;0;0;0
10/06/2010;24.0;28.0;30.0;39.0;28.0;35.0;30.0;33.0;30.0;29.0;37.0;30.0;30.0;59.0;-1.0;-1.0;-1.0;-1.0;35.07;1;1;1;1;0;0
11/06/2010;15.0;33.0;18.0;27.0;15.0;20.0;18.0;20.0;25.0;19.0;25.0;18.0;21.0;41.0;-1.0;-1.0;-1.0;-1.0;25.99;1;1;1;0;0;0
12/06/2010;13.0;11.0;15.0;21.0;12.0;16.0;13.0;14.0;14.0;15.0;18.0;12.0;12.0;18.0;-1.0;-1.0;-1.0;-1.0;13.84;0;0;0;0;0;0
13/06/2010;12.0;12.0;14.0;20.0;12.0;9.0;13.0;14.0;13.0;12.0;15.0;14.0;12.0;12.0;-1.0;-1.0;-1.0;-1.0;12.55;0;0;0;0;0;0
14/06/2010;22.0;21.0;21.0;34.0;20.0;20.0;18.0;22.0;20.0;21.0;28.0;20.0;23.0;25.0;-1.0;-1.0;-1.0;-1.0;22.26;0;1;1;0;0;0
15/06/2010;19.0;19.0;21.0;29.0;21.0;12.0;20.0;20.0;22.0;19.0;24.0;19.0;20.0;21.0;-1.0;-1.0;-1.0;-1.0;19.86;0;1;0;0;0;0
16/06/2010;24.0;21.0;24.0;34.0;21.0;18.0;21.0;21.0;24.0;25.0;24.0;21.0;23.0;25.0;-1.0;-1.0;-1.0;-1.0;22.71;0;1;1;0;0;0
17/06/2010;16.0;24.0;15.0;24.0;13.0;17.0;15.0;14.0;14.0;16.0;-1.0;13.0;15.0;20.0;-1.0;-1.0;-1.0;-1.0;17.96;0;1;0;0;0;0
18/06/2010;16.0;13.0;16.0;27.0;17.0;16.0;14.0;14.0;16.0;15.0;19.0;14.0;14.0;18.0;-1.0;-1.0;-1.0;-1.0;15.19;0;0;0;0;0;0
19/06/2010;19.0;18.0;19.0;25.0;18.0;12.0;18.0;18.0;19.0;21.0;19.0;19.0;19.0;20.0;-1.0;-1.0;-1.0;-1.0;18.75;0;1;0;0;0;0
20/06/2010;10.0;9.0;12.0;13.0;9.0;7.0;10.0;11.0;11.0;11.0;12.0;12.0;12.0;11.0;-1.0;-1.0;-1.0;-1.0;10.36;0;0;0;0;0;0
21/06/2010;-1.0;14.0;17.0;27.0;19.0;10.0;15.0;15.0;15.0;16.0;16.0;15.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0;14.73;0;0;0;0;0;0
22/06/2010;18.0;18.0;20.0;34.0;25.0;13.0;18.0;19.0;18.0;19.0;19.0;18.0;19.0;19.0;-1.0;-1.0;-1.0;-1.0;18.69;0;1;0;0;0;0
23/06/2010;21.0;19.0;20.0;33.0;21.0;13.0;19.0;19.0;20.0;21.0;21.0;19.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.69;0;1;0;0;0;0
24/06/2010;21.0;23.0;25.0;44.0;23.0;18.0;21.0;24.0;21.0;23.0;23.0;21.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.65;0;1;1;0;0;0
25/06/2010;26.0;26.0;29.0;46.0;29.0;23.0;24.0;27.0;28.0;25.0;30.0;26.0;30.0;37.0;-1.0;-1.0;-1.0;-1.0;28.82;1;1;1;0;0;0
26/06/2010;26.0;27.0;31.0;37.0;-1.0;24.0;26.0;31.0;29.0;29.0;33.0;28.0;27.0;37.0;-1.0;-1.0;-1.0;-1.0;29.82;1;1;1;0;0;0
27/06/2010;31.0;35.0;34.0;36.0;33.0;24.0;30.0;33.0;33.0;31.0;36.0;31.0;31.0;38.0;-1.0;-1.0;-1.0;-1.0;33.76;1;1;1;1;0;0
28/06/2010;32.0;32.0;36.0;43.0;34.0;24.0;31.0;33.0;34.0;31.0;38.0;31.0;30.0;48.0;-1.0;-1.0;-1.0;-1.0;35.51;1;1;1;1;0;0
29/06/2010;29.0;30.0;35.0;43.0;35.0;24.0;28.0;36.0;34.0;30.0;36.0;32.0;29.0;39.0;-1.0;-1.0;-1.0;-1.0;32.96;1;1;1;1;0;0
30/06/2010;29.0;26.0;35.0;43.0;35.0;26.0;29.0;30.0;30.0;30.0;30.0;30.0;29.0;34.0;-1.0;-1.0;-1.0;-1.0;29.85;1;1;1;0;0;0
01/07/2010;33.0;31.0;37.0;53.0;35.0;-1.0;33.0;35.0;35.0;33.0;45.0;35.0;34.0;61.0;-1.0;-1.0;-1.0;-1.0;39.14;1;1;1;1;0;0
02/07/2010;37.0;50.0;39.0;-1.0;36.0;36.0;34.0;39.0;34.0;-1.0;43.0;33.0;38.0;73.0;-1.0;-1.0;-1.0;-1.0;47.69;1;1;1;1;1;0
03/07/2010;29.0;30.0;32.0;35.0;30.0;26.0;31.0;34.0;30.0;30.0;34.0;30.0;31.0;37.0;-1.0;-1.0;-1.0;-1.0;32.27;1;1;1;1;0;0
04/07/2010;17.0;15.0;20.0;20.0;19.0;9.0;17.0;17.0;16.0;17.0;16.0;16.0;17.0;21.0;-1.0;-1.0;-1.0;-1.0;17.48;0;1;0;0;0;0
05/07/2010;19.0;17.0;23.0;28.0;21.0;13.0;19.0;20.0;21.0;19.0;22.0;17.0;19.0;25.0;-1.0;-1.0;-1.0;-1.0;20.16;0;1;0;0;0;0
06/07/2010;18.0;20.0;23.0;28.0;23.0;17.0;19.0;19.0;18.0;19.0;20.0;17.0;19.0;18.0;-1.0;-1.0;-1.0;-1.0;18.92;0;1;0;0;0;0
07/07/2010;22.0;27.0;27.0;34.0;26.0;13.0;24.0;22.0;23.0;23.0;26.0;22.0;22.0;30.0;-1.0;-1.0;-1.0;-1.0;25.03;0;1;1;0;0;0
08/07/2010;32.0;37.0;33.0;43.0;31.0;-1.0;32.0;39.0;33.0;-1.0;41.0;36.0;33.0;62.0;-1.0;-1.0;-1.0;-1.0;41.0;1;1;1;1;0;0
09/07/2010;38.0;46.0;40.0;47.0;35.0;-1.0;38.0;38.0;39.0;37.0;46.0;42.0;37.0;63.0;-1.0;-1.0;-1.0;-1.0;44.91;1;1;1;1;1;0
10/07/2010;31.0;36.0;34.0;37.0;33.0;26.0;33.0;32.0;32.0;31.0;37.0;34.0;31.0;45.0;-1.0;-1.0;-1.0;-1.0;35.43;1;1;1;1;0;0
11/07/2010;33.0;33.0;38.0;34.0;35.0;-1.0;37.0;33.0;35.0;-1.0;39.0;37.0;32.0;45.0;-1.0;-1.0;-1.0;-1.0;35.81;1;1;1;1;0;0
12/07/2010;30.0;42.0;35.0;55.0;31.0;33.0;33.0;36.0;38.0;35.0;51.0;39.0;35.0;57.0;-1.0;-1.0;-1.0;-1.0;40.22;1;1;1;1;0;0
13/07/2010;29.0;31.0;31.0;40.0;30.0;23.0;33.0;29.0;30.0;29.0;37.0;29.0;29.0;40.0;-1.0;-1.0;-1.0;-1.0;32.08;1;1;1;1;0;0
14/07/2010;32.0;31.0;34.0;30.0;30.0;29.0;34.0;34.0;37.0;31.0;35.0;36.0;32.0;44.0;-1.0;-1.0;-1.0;-1.0;34.85;1;1;1;1;0;0
15/07/2010;16.0;18.0;19.0;33.0;18.0;11.0;19.0;16.0;19.0;-1.0;21.0;19.0;17.0;19.0;-1.0;-1.0;-1.0;-1.0;17.46;0;1;0;0;0;0
16/07/2010;22.0;22.0;27.0;-1.0;23.0;19.0;25.0;25.0;26.0;25.0;30.0;22.0;20.0;35.0;-1.0;-1.0;-1.0;-1.0;25.53;1;1;1;0;0;0
17/07/2010;12.0;13.0;14.0;-1.0;13.0;9.0;13.0;14.0;14.0;15.0;14.0;14.0;12.0;15.0;-1.0;-1.0;-1.0;-1.0;13.38;0;0;0;0;0;0
18/07/2010;13.0;14.0;18.0;-1.0;14.0;9.0;15.0;16.0;16.0;16.0;16.0;16.0;13.0;16.0;-1.0;-1.0;-1.0;-1.0;14.69;0;0;0;0;0;0
19/07/2010;19.0;32.0;23.0;-1.0;20.0;15.0;21.0;25.0;24.0;21.0;26.0;24.0;19.0;23.0;-1.0;-1.0;-1.0;-1.0;24.07;0;1;1;0;0;0
20/07/2010;27.0;41.0;27.0;-1.0;32.0;-1.0;26.0;34.0;32.0;30.0;34.0;28.0;27.0;62.0;-1.0;-1.0;-1.0;-1.0;38.88;1;1;1;1;0;0
21/07/2010;27.0;43.0;-1.0;-1.0;26.0;26.0;29.0;27.0;26.0;28.0;30.0;26.0;29.0;54.0;-1.0;-1.0;-1.0;-1.0;36.39;1;1;1;1;0;0
22/07/2010;19.0;15.0;21.0;-1.0;20.0;11.0;18.0;16.0;17.0;17.0;21.0;17.0;17.0;14.0;-1.0;-1.0;-1.0;-1.0;16.3;0;1;0;0;0;0
23/07/2010;14.0;14.0;15.0;-1.0;16.0;8.0;13.0;15.0;14.0;13.0;17.0;13.0;12.0;13.0;-1.0;-1.0;-1.0;-1.0;13.85;0;0;0;0;0;0
24/07/2010;15.0;15.0;16.0;16.0;16.0;7.0;13.0;14.0;13.0;14.0;16.0;14.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0;14.29;0;0;0;0;0;0
25/07/2010;16.0;16.0;19.0;16.0;18.0;11.0;16.0;-1.0;17.0;17.0;16.0;17.0;15.0;17.0;-1.0;-1.0;-1.0;-1.0;16.27;0;1;0;0;0;0
26/07/2010;16.0;16.0;19.0;-1.0;18.0;10.0;18.0;20.0;17.0;17.0;21.0;16.0;15.0;17.0;-1.0;-1.0;-1.0;-1.0;17.18;0;1;0;0;0;0
27/07/2010;16.0;14.0;18.0;-1.0;19.0;11.0;16.0;20.0;15.0;17.0;18.0;14.0;15.0;17.0;-1.0;-1.0;-1.0;-1.0;16.63;0;1;0;0;0;0
28/07/2010;22.0;35.0;26.0;-1.0;27.0;18.0;-1.0;30.0;23.0;25.0;30.0;23.0;23.0;32.0;-1.0;-1.0;-1.0;-1.0;29.18;1;1;1;0;0;0
29/07/2010;16.0;15.0;16.0;-1.0;18.0;12.0;16.0;18.0;15.0;16.0;21.0;14.0;14.0;18.0;-1.0;-1.0;-1.0;-1.0;16.54;0;1;0;0;0;0
30/07/2010;16.0;17.0;20.0;27.0;19.0;11.0;17.0;19.0;17.0;17.0;22.0;17.0;14.0;17.0;-1.0;-1.0;-1.0;-1.0;17.14;0;1;0;0;0;0
31/07/2010;18.0;16.0;20.0;-1.0;20.0;14.0;19.0;25.0;17.0;18.0;23.0;16.0;16.0;24.0;-1.0;-1.0;-1.0;-1.0;20.31;0;1;0;0;0;0
01/08/2010;19.0;21.0;22.0;-1.0;18.0;16.0;19.0;25.0;19.0;18.0;24.0;18.0;18.0;26.0;-1.0;-1.0;-1.0;-1.0;22.12;0;1;1;0;0;0
02/08/2010;20.0;15.0;22.0;-1.0;22.0;13.0;21.0;-1.0;17.0;17.0;26.0;16.0;15.0;18.0;-1.0;-1.0;-1.0;-1.0;17.84;0;1;0;0;0;0
03/08/2010;16.0;15.0;16.0;-1.0;17.0;10.0;16.0;18.0;15.0;14.0;17.0;14.0;12.0;18.0;-1.0;-1.0;-1.0;-1.0;16.39;0;1;0;0;0;0
04/08/2010;15.0;18.0;18.0;-1.0;17.0;11.0;15.0;22.0;16.0;16.0;22.0;16.0;15.0;24.0;-1.0;-1.0;-1.0;-1.0;19.08;0;1;0;0;0;0
05/08/2010;13.0;11.0;13.0;-1.0;15.0;7.0;14.0;14.0;11.0;12.0;16.0;10.0;10.0;12.0;-1.0;-1.0;-1.0;-1.0;12.47;0;0;0;0;0;0
06/08/2010;17.0;15.0;19.0;25.0;18.0;10.0;18.0;-1.0;15.0;16.0;19.0;13.0;14.0;16.0;-1.0;-1.0;-1.0;-1.0;16.12;0;1;0;0;0;0
07/08/2010;16.0;16.0;20.0;23.0;18.0;14.0;17.0;-1.0;15.0;18.0;22.0;15.0;17.0;21.0;-1.0;-1.0;-1.0;-1.0;17.62;0;1;0;0;0;0
08/08/2010;16.0;16.0;17.0;23.0;17.0;13.0;17.0;-1.0;15.0;17.0;18.0;15.0;16.0;18.0;-1.0;-1.0;-1.0;-1.0;16.69;0;1;0;0;0;0
09/08/2010;18.0;18.0;20.0;-1.0;20.0;11.0;19.0;-1.0;18.0;19.0;23.0;16.0;17.0;23.0;-1.0;-1.0;-1.0;-1.0;19.4;0;1;0;0;0;0
10/08/2010;19.0;22.0;26.0;-1.0;24.0;11.0;20.0;-1.0;20.0;20.0;24.0;19.0;20.0;25.0;-1.0;-1.0;-1.0;-1.0;21.74;0;1;1;0;0;0
11/08/2010;19.0;-1.0;21.0;26.0;19.0;13.0;18.0;-1.0;18.0;19.0;21.0;17.0;18.0;20.0;-1.0;-1.0;-1.0;-1.0;19.24;0;1;0;0;0;0
12/08/2010;13.0;-1.0;14.0;23.0;15.0;9.0;14.0;-1.0;12.0;14.0;15.0;12.0;14.0;9.0;-1.0;-1.0;-1.0;-1.0;11.92;0;0;0;0;0;0
13/08/2010;16.0;17.0;19.0;22.0;18.0;11.0;17.0;-1.0;16.0;16.0;18.0;17.0;17.0;15.0;-1.0;-1.0;-1.0;-1.0;16.27;0;1;0;0;0;0
14/08/2010;15.0;20.0;18.0;17.0;17.0;8.0;15.0;-1.0;18.0;15.0;15.0;17.0;16.0;12.0;-1.0;-1.0;-1.0;-1.0;15.7;0;0;0;0;0;0
15/08/2010;12.0;10.0;14.0;12.0;12.0;-1.0;12.0;-1.0;13.0;11.0;14.0;11.0;12.0;8.0;-1.0;-1.0;-1.0;-1.0;10.42;0;0;0;0;0;0
16/08/2010;16.0;20.0;20.0;-1.0;16.0;-1.0;18.0;-1.0;19.0;17.0;26.0;16.0;18.0;16.0;-1.0;-1.0;-1.0;-1.0;17.45;0;1;0;0;0;0
17/08/2010;22.0;25.0;25.0;27.0;26.0;-1.0;22.0;-1.0;25.0;23.0;34.0;23.0;25.0;27.0;-1.0;-1.0;-1.0;-1.0;24.53;0;1;1;0;0;0
18/08/2010;25.0;29.0;27.0;34.0;27.0;-1.0;25.0;-1.0;24.0;28.0;35.0;23.0;27.0;28.0;-1.0;-1.0;-1.0;-1.0;27.15;1;1;1;0;0;0
19/08/2010;20.0;19.0;20.0;29.0;20.0;-1.0;21.0;17.0;18.0;18.0;24.0;16.0;20.0;23.0;-1.0;-1.0;-1.0;-1.0;19.88;0;1;0;0;0;0
20/08/2010;16.0;26.0;21.0;22.0;21.0;14.0;20.0;20.0;18.0;19.0;30.0;17.0;19.0;30.0;-1.0;-1.0;-1.0;-1.0;22.49;0;1;1;0;0;0
21/08/2010;23.0;25.0;27.0;26.0;26.0;17.0;26.0;26.0;26.0;24.0;32.0;23.0;25.0;28.0;-1.0;-1.0;-1.0;-1.0;25.52;1;1;1;0;0;0
22/08/2010;24.0;25.0;27.0;26.0;27.0;17.0;26.0;27.0;26.0;24.0;29.0;25.0;25.0;26.0;-1.0;-1.0;-1.0;-1.0;25.53;1;1;1;0;0;0
23/08/2010;33.0;33.0;36.0;38.0;34.0;21.0;37.0;32.0;33.0;32.0;42.0;34.0;34.0;50.0;-1.0;-1.0;-1.0;-1.0;36.74;1;1;1;1;0;0
24/08/2010;25.0;21.0;28.0;28.0;26.0;17.0;25.0;23.0;26.0;22.0;32.0;-1.0;24.0;23.0;-1.0;-1.0;-1.0;-1.0;23.31;0;1;1;0;0;0
25/08/2010;22.0;28.0;26.0;31.0;28.0;17.0;25.0;24.0;28.0;22.0;42.0;-1.0;26.0;29.0;-1.0;-1.0;-1.0;-1.0;25.79;1;1;1;0;0;0
26/08/2010;28.0;37.0;32.0;33.0;30.0;29.0;32.0;27.0;30.0;31.0;41.0;31.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.14;1;1;1;1;0;0
27/08/2010;16.0;18.0;17.0;31.0;18.0;13.0;16.0;15.0;17.0;16.0;21.0;16.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.5;0;1;0;0;0;0
28/08/2010;12.0;12.0;14.0;17.0;14.0;6.0;13.0;11.0;13.0;11.0;13.0;12.0;14.0;9.0;-1.0;-1.0;-1.0;-1.0;11.41;0;0;0;0;0;0
29/08/2010;13.0;13.0;16.0;13.0;16.0;7.0;15.0;13.0;14.0;13.0;16.0;12.0;14.0;11.0;-1.0;-1.0;-1.0;-1.0;12.83;0;0;0;0;0;0
30/08/2010;14.0;14.0;17.0;26.0;16.0;4.0;14.0;12.0;16.0;13.0;15.0;14.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;13.28;0;0;0;0;0;0
31/08/2010;16.0;17.0;19.0;27.0;18.0;7.0;17.0;13.0;-1.0;15.0;16.0;15.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0;14.99;0;0;0;0;0;0
01/09/2010;21.0;17.0;23.0;34.0;22.0;10.0;21.0;16.0;-1.0;18.0;23.0;23.0;17.0;27.0;-1.0;-1.0;-1.0;-1.0;20.22;0;1;0;0;0;0
02/09/2010;24.0;24.0;26.0;41.0;28.0;21.0;26.0;-1.0;32.0;26.0;37.0;27.0;26.0;38.0;-1.0;-1.0;-1.0;-1.0;28.3;1;1;1;0;0;0
03/09/2010;25.0;22.0;26.0;38.0;25.0;19.0;27.0;-1.0;27.0;24.0;29.0;21.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.93;0;1;1;0;0;0
04/09/2010;20.0;19.0;23.0;29.0;23.0;21.0;21.0;-1.0;25.0;23.0;27.0;21.0;19.0;24.0;-1.0;-1.0;-1.0;-1.0;20.99;0;1;0;0;0;0
05/09/2010;17.0;16.0;20.0;26.0;18.0;12.0;18.0;-1.0;20.0;19.0;20.0;17.0;16.0;18.0;-1.0;-1.0;-1.0;-1.0;17.13;0;1;0;0;0;0
06/09/2010;27.0;33.0;30.0;-1.0;27.0;29.0;28.0;-1.0;34.0;29.0;38.0;27.0;31.0;51.0;-1.0;-1.0;-1.0;-1.0;35.5;1;1;1;1;0;0
07/09/2010;15.0;16.0;17.0;29.0;17.0;18.0;14.0;-1.0;22.0;18.0;-1.0;16.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.62;0;0;0;0;0;0
08/09/2010;8.0;11.0;9.0;13.0;9.0;9.0;8.0;-1.0;7.0;11.0;-1.0;8.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.19;0;0;0;0;0;0
09/09/2010;11.0;19.0;12.0;20.0;13.0;8.0;12.0;-1.0;9.0;12.0;-1.0;8.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.14;0;0;0;0;0;0
10/09/2010;15.0;13.0;18.0;31.0;17.0;8.0;17.0;-1.0;15.0;16.0;19.0;13.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.73;0;0;0;0;0;0
11/09/2010;16.0;15.0;19.0;35.0;18.0;14.0;16.0;-1.0;17.0;17.0;26.0;14.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.13;0;1;0;0;0;0
12/09/2010;18.0;16.0;19.0;25.0;19.0;16.0;17.0;-1.0;18.0;19.0;21.0;17.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.28;0;1;0;0;0;0
13/09/2010;13.0;14.0;15.0;24.0;17.0;7.0;14.0;-1.0;14.0;14.0;15.0;13.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.71;0;0;0;0;0;0
14/09/2010;17.0;22.0;21.0;36.0;25.0;12.0;20.0;-1.0;19.0;21.0;26.0;15.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.91;0;1;0;0;0;0
15/09/2010;21.0;33.0;23.0;52.0;26.0;26.0;23.0;-1.0;24.0;33.0;34.0;19.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.42;1;1;1;0;0;0
16/09/2010;18.0;24.0;19.0;38.0;26.0;13.0;20.0;-1.0;17.0;19.0;26.0;13.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.09;0;1;0;0;0;0
17/09/2010;-1.0;21.0;20.0;31.0;30.0;13.0;19.0;-1.0;19.0;18.0;21.0;17.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.74;0;1;0;0;0;0
18/09/2010;-1.0;13.0;15.0;16.0;14.0;4.0;9.0;-1.0;14.0;14.0;-1.0;13.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.48;0;0;0;0;0;0
19/09/2010;-1.0;17.0;18.0;21.0;17.0;9.0;13.0;-1.0;19.0;17.0;-1.0;16.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.26;0;1;0;0;0;0
20/09/2010;-1.0;31.0;26.0;37.0;23.0;24.0;23.0;-1.0;25.0;27.0;-1.0;25.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.56;1;1;1;0;0;0
21/09/2010;27.0;43.0;35.0;47.0;35.0;39.0;35.0;-1.0;36.0;-1.0;47.0;24.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.88;1;1;1;1;0;0
22/09/2010;25.0;41.0;36.0;52.0;33.0;35.0;36.0;-1.0;33.0;-1.0;47.0;26.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.64;1;1;1;1;0;0
23/09/2010;20.0;32.0;26.0;41.0;23.0;31.0;26.0;-1.0;30.0;-1.0;36.0;24.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.2;1;1;1;0;0;0
24/09/2010;12.0;14.0;16.0;30.0;16.0;16.0;13.0;-1.0;16.0;-1.0;25.0;13.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.63;0;0;0;0;0;0
25/09/2010;10.0;11.0;13.0;11.0;14.0;6.0;11.0;-1.0;13.0;13.0;15.0;11.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.98;0;0;0;0;0;0
26/09/2010;11.0;13.0;16.0;14.0;14.0;5.0;14.0;-1.0;14.0;15.0;16.0;12.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.58;0;0;0;0;0;0
27/09/2010;19.0;23.0;26.0;32.0;24.0;17.0;21.0;-1.0;24.0;21.0;30.0;20.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.38;0;1;0;0;0;0
28/09/2010;28.0;23.0;26.0;40.0;29.0;20.0;24.0;-1.0;25.0;26.0;36.0;20.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.62;1;1;1;0;0;0
29/09/2010;29.0;29.0;31.0;48.0;30.0;24.0;29.0;-1.0;28.0;28.0;34.0;23.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.2;1;1;1;0;0;0
30/09/2010;38.0;34.0;38.0;46.0;36.0;34.0;39.0;-1.0;37.0;38.0;52.0;28.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.87;1;1;1;1;0;0
01/10/2010;24.0;26.0;29.0;41.0;26.0;29.0;30.0;-1.0;26.0;28.0;43.0;19.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.31;1;1;1;0;0;0
02/10/2010;22.0;25.0;22.0;31.0;21.0;22.0;22.0;18.0;23.0;22.0;31.0;20.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.86;0;1;1;0;0;0
03/10/2010;21.0;26.0;23.0;24.0;24.0;19.0;22.0;21.0;23.0;23.0;28.0;20.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.76;0;1;1;0;0;0
04/10/2010;25.0;22.0;27.0;46.0;28.0;21.0;24.0;23.0;24.0;27.0;35.0;22.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.13;0;1;1;0;0;0
05/10/2010;15.0;19.0;17.0;31.0;17.0;18.0;16.0;16.0;18.0;19.0;28.0;12.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.99;0;1;0;0;0;0
06/10/2010;23.0;33.0;24.0;38.0;22.0;23.0;22.0;22.0;22.0;26.0;38.0;19.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.82;1;1;1;0;0;0
07/10/2010;29.0;29.0;29.0;37.0;27.0;22.0;28.0;27.0;29.0;29.0;40.0;22.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.78;1;1;1;0;0;0
08/10/2010;36.0;40.0;34.0;50.0;34.0;37.0;31.0;29.0;29.0;35.0;44.0;27.0;40.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.12;1;1;1;1;0;0
09/10/2010;28.0;31.0;32.0;35.0;28.0;26.0;29.0;27.0;29.0;30.0;34.0;28.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.95;1;1;1;0;0;0
10/10/2010;34.0;32.0;35.0;37.0;33.0;25.0;34.0;31.0;33.0;34.0;37.0;30.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.67;1;1;1;1;0;0
11/10/2010;38.0;33.0;37.0;54.0;35.0;29.0;36.0;32.0;35.0;37.0;39.0;29.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;34.84;1;1;1;1;0;0
12/10/2010;45.0;41.0;45.0;68.0;43.0;33.0;51.0;37.0;43.0;43.0;48.0;38.0;45.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.35;1;1;1;1;0;0
13/10/2010;47.0;49.0;51.0;85.0;49.0;37.0;51.0;46.0;50.0;49.0;50.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.99;1;1;1;1;1;0
14/10/2010;58.0;56.0;60.0;72.0;60.0;52.0;58.0;56.0;59.0;58.0;59.0;56.0;58.0;56.0;-1.0;-1.0;-1.0;-1.0;56.86;1;1;1;1;1;1
15/10/2010;63.0;62.0;67.0;78.0;63.0;56.0;-1.0;60.0;63.0;63.0;63.0;60.0;-1.0;60.0;-1.0;-1.0;-1.0;-1.0;61.44;1;1;1;1;1;1
16/10/2010;28.0;23.0;28.0;28.0;25.0;18.0;-1.0;25.0;26.0;24.0;26.0;25.0;-1.0;21.0;-1.0;-1.0;-1.0;-1.0;24.33;0;1;1;0;0;0
17/10/2010;14.0;11.0;14.0;9.0;11.0;7.0;-1.0;12.0;12.0;12.0;13.0;12.0;-1.0;9.0;-1.0;-1.0;-1.0;-1.0;11.51;0;0;0;0;0;0
18/10/2010;25.0;23.0;27.0;28.0;24.0;14.0;-1.0;23.0;25.0;23.0;25.0;23.0;-1.0;21.0;-1.0;-1.0;-1.0;-1.0;23.09;0;1;1;0;0;0
19/10/2010;31.0;38.0;35.0;62.0;34.0;33.0;-1.0;34.0;34.0;37.0;43.0;29.0;-1.0;41.0;-1.0;-1.0;-1.0;-1.0;36.1;1;1;1;1;0;0
20/10/2010;19.0;21.0;22.0;34.0;21.0;14.0;-1.0;18.0;22.0;18.0;26.0;18.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0;19.16;0;1;0;0;0;0
