;FR20013;FR20046;FR20062;FR20065;FR20061;FR20077;FR20037;FR20017;FR20048;indicateur
08/07/2010;26.0;28.6;-1.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.51
09/07/2010;29.0;30.0;27.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.63
10/07/2010;26.0;27.4;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.65
11/07/2010;25.0;29.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.4
12/07/2010;22.0;27.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.47
13/07/2010;29.0;24.4;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.61
14/07/2010;17.0;24.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.49
15/07/2010;17.0;11.8;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.43
16/07/2010;18.0;16.2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.1
17/07/2010;11.0;9.4;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.2
18/07/2010;10.0;10.0;-1.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.01
19/07/2010;-1.0;15.9;-1.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.98
20/07/2010;-1.0;23.1;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.1
21/07/2010;-1.0;19.9;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.9
22/07/2010;15.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.0
23/07/2010;11.0;10.8;-1.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.91
24/07/2010;11.0;11.1;-1.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.07
25/07/2010;12.0;13.3;-1.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.69
26/07/2010;14.0;13.3;-1.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.68
27/07/2010;17.0;12.2;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.6
28/07/2010;18.0;17.5;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.75
29/07/2010;11.0;11.7;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.35
30/07/2010;15.0;12.8;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.9
31/07/2010;-1.0;16.4;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.41
01/08/2010;-1.0;17.5;-1.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.51
02/08/2010;-1.0;-1.0;-1.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.0
03/08/2010;13.0;9.9;-1.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.43
04/08/2010;16.0;13.8;10.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.8
05/08/2010;11.0;9.2;9.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.09
06/08/2010;16.0;-1.0;10.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.64
07/08/2010;16.0;-1.0;12.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.86
08/08/2010;17.0;-1.0;11.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.76
09/08/2010;-1.0;-1.0;10.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.58
10/08/2010;-1.0;-1.0;12.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.56
11/08/2010;14.0;-1.0;11.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.92
12/08/2010;14.0;-1.0;9.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.7
13/08/2010;15.0;-1.0;10.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.68
14/08/2010;13.0;-1.0;10.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.84
15/08/2010;10.0;-1.0;8.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.86
16/08/2010;-1.0;-1.0;11.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.4
17/08/2010;18.0;-1.0;15.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.94
18/08/2010;24.0;-1.0;17.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.68
19/08/2010;19.0;13.9;11.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.34
20/08/2010;17.0;17.0;13.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.02
21/08/2010;20.0;23.0;15.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.37
22/08/2010;20.0;23.3;16.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.55
23/08/2010;23.0;28.5;17.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.68
24/08/2010;18.0;22.2;14.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.95
25/08/2010;16.0;20.3;11.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.0
26/08/2010;17.0;21.8;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.34
27/08/2010;18.0;12.6;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.22
28/08/2010;12.0;10.3;8.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.04
29/08/2010;10.0;11.4;10.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.67
30/08/2010;12.0;9.8;8.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.81
31/08/2010;13.0;11.4;10.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.11
01/09/2010;17.0;13.2;12.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.04
02/09/2010;22.0;16.3;16.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.14
03/09/2010;22.0;17.0;16.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.42
04/09/2010;20.0;16.3;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.09
05/09/2010;18.0;13.5;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.7
06/09/2010;-1.0;-1.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.0
07/09/2010;-1.0;13.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.0
08/09/2010;10.0;6.0;8.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.06
09/09/2010;14.0;-1.0;9.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.68
10/09/2010;17.0;-1.0;10.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.56
11/09/2010;17.0;15.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.94
12/09/2010;16.0;15.7;15.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.85
13/09/2010;13.0;9.6;11.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.27
14/09/2010;19.0;13.9;13.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.36
15/09/2010;24.0;14.3;18.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.24
16/09/2010;23.0;-1.0;14.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.44
17/09/2010;18.0;12.2;11.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.96
18/09/2010;12.0;9.7;9.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.78
19/09/2010;15.0;12.3;12.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.59
20/09/2010;25.0;17.7;18.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.39
21/09/2010;26.0;25.5;-1.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.85
22/09/2010;31.0;22.4;-1.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.85
23/09/2010;24.0;-1.0;-1.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.17
24/09/2010;20.0;-1.0;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.93
25/09/2010;9.0;-1.0;10.0;6.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.97
26/09/2010;12.0;-1.0;11.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.85
27/09/2010;20.0;-1.0;16.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.71
28/09/2010;25.0;20.4;21.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.61
29/09/2010;30.0;22.2;25.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.03
30/09/2010;32.0;29.2;32.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.63
01/10/2010;24.0;20.7;23.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.32
02/10/2010;18.0;15.5;17.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.81
03/10/2010;13.0;14.8;16.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.0
04/10/2010;23.0;15.0;19.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.06
05/10/2010;19.0;12.7;15.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.81
06/10/2010;21.0;17.4;20.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.29
07/10/2010;23.0;20.5;21.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.79
08/10/2010;28.0;20.8;25.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.48
09/10/2010;22.0;14.9;21.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.55
10/10/2010;25.0;20.9;26.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.01
11/10/2010;31.0;21.5;27.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.26
12/10/2010;43.0;31.2;33.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;36.94
13/10/2010;47.0;39.8;41.0;39.0;-1.0;-1.0;-1.0;-1.0;-1.0;43.3
14/10/2010;52.0;51.7;52.0;52.0;-1.0;-1.0;-1.0;-1.0;-1.0;51.85
15/10/2010;59.0;57.5;58.0;58.0;-1.0;-1.0;-1.0;-1.0;-1.0;58.24
16/10/2010;21.0;23.4;22.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.16
17/10/2010;11.0;11.4;11.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.16
18/10/2010;22.0;22.6;22.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.27
19/10/2010;37.0;29.4;32.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;33.16
20/10/2010;23.0;16.9;15.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.77
21/10/2010;23.0;18.6;20.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.74
22/10/2010;30.0;30.6;31.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.37
23/10/2010;25.0;24.1;24.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.61
24/10/2010;14.0;11.0;11.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;12.42
25/10/2010;11.0;16.7;12.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.74
26/10/2010;14.0;15.0;13.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.42
27/10/2010;31.0;26.1;30.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;28.59
28/10/2010;51.0;42.2;50.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.74
29/10/2010;28.0;23.8;30.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.09
30/10/2010;20.0;13.0;18.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.57
31/10/2010;18.0;10.2;16.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.12
01/11/2010;17.0;12.0;19.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.59
02/11/2010;22.0;11.3;-1.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;16.69
03/11/2010;44.0;27.5;-1.0;50.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.93
04/11/2010;60.0;35.5;50.0;53.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.86
05/11/2010;38.0;22.6;27.0;37.0;-1.0;-1.0;-1.0;-1.0;-1.0;30.32
06/11/2010;33.0;21.4;-1.0;34.0;-1.0;-1.0;-1.0;-1.0;-1.0;27.28
07/11/2010;15.0;13.6;-1.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.26
08/11/2010;12.0;9.6;-1.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.8
09/11/2010;10.0;8.0;-1.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;9.1
10/11/2010;13.0;8.6;-1.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.84
11/11/2010;13.0;10.9;10.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.98
12/11/2010;22.0;14.7;16.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;18.46
13/11/2010;18.0;16.3;15.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.21
14/11/2010;10.0;11.3;11.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.72
15/11/2010;13.0;8.2;8.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.51
16/11/2010;12.0;10.5;11.0;10.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.23
17/11/2010;34.0;25.5;22.0;31.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.62
18/11/2010;42.0;29.7;25.0;44.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.75
19/11/2010;37.0;26.0;20.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.27
20/11/2010;31.0;19.8;18.0;20.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.2
21/11/2010;33.0;20.9;25.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.91
22/11/2010;31.0;22.9;23.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.88
23/11/2010;25.0;25.6;21.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.18
24/11/2010;34.0;29.0;20.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.22
25/11/2010;25.0;19.7;18.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.3
26/11/2010;22.0;17.2;14.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.48
27/11/2010;21.0;18.4;17.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.63
28/11/2010;51.0;35.6;29.0;36.0;-1.0;-1.0;-1.0;-1.0;-1.0;42.94
29/11/2010;35.0;28.3;-1.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;31.59
30/11/2010;33.0;26.4;-1.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.69
01/12/2010;50.0;45.2;36.0;43.0;-1.0;-1.0;-1.0;-1.0;-1.0;47.33
02/12/2010;61.0;50.4;40.0;49.0;-1.0;-1.0;-1.0;-1.0;-1.0;55.33
03/12/2010;49.0;44.6;35.0;41.0;-1.0;-1.0;-1.0;-1.0;-1.0;46.51
04/12/2010;41.0;38.9;27.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;39.62
05/12/2010;13.0;14.9;9.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.85
06/12/2010;9.0;12.0;6.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;10.56
07/12/2010;29.0;21.6;13.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.23
08/12/2010;15.0;14.9;10.0;35.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.1
09/12/2010;-1.0;15.3;12.0;12.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.1
10/12/2010;24.0;16.3;13.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;19.94
11/12/2010;23.0;19.8;11.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;21.12
12/12/2010;15.0;14.3;8.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;14.48
13/12/2010;20.0;14.3;12.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.0
14/12/2010;34.0;24.7;21.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.14
15/12/2010;27.0;21.5;18.0;22.0;-1.0;-1.0;-1.0;-1.0;-1.0;24.11
16/12/2010;36.0;24.2;20.0;33.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.95
17/12/2010;22.0;18.5;11.0;15.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.01
18/12/2010;28.0;22.7;19.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.25
19/12/2010;8.0;9.2;5.0;7.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.51
20/12/2010;22.0;12.4;10.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.16
21/12/2010;30.0;23.8;15.0;28.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.69
22/12/2010;22.0;19.4;11.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.63
23/12/2010;38.0;26.8;17.0;27.0;-1.0;-1.0;-1.0;-1.0;-1.0;32.05
24/12/2010;14.0;12.9;8.0;9.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.29
25/12/2010;15.0;17.2;11.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.98
26/12/2010;15.0;16.5;11.0;14.0;-1.0;-1.0;-1.0;-1.0;-1.0;15.64
27/12/2010;38.0;33.8;27.0;32.0;-1.0;-1.0;-1.0;-1.0;-1.0;35.69
28/12/2010;54.0;37.5;27.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;45.31
29/12/2010;74.0;59.4;44.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;66.12
30/12/2010;61.0;35.8;29.0;48.0;-1.0;-1.0;-1.0;-1.0;-1.0;48.03
31/12/2010;46.0;37.4;30.0;38.0;-1.0;-1.0;-1.0;-1.0;-1.0;41.44
01/01/2011;27.0;19.4;15.0;16.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.96
02/01/2011;17.0;18.4;12.0;13.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.54
03/01/2011;35.0;23.5;20.0;24.0;-1.0;-1.0;-1.0;-1.0;-1.0;29.01
04/01/2011;72.0;54.7;43.0;54.0;-1.0;-1.0;-1.0;-1.0;-1.0;62.86
05/01/2011;45.0;43.6;31.0;48.0;42.0;-1.0;-1.0;-1.0;-1.0;44.03
06/01/2011;9.0;-1.0;5.0;8.0;-1.0;-1.0;-1.0;-1.0;-1.0;8.83
07/01/2011;14.0;13.4;8.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;13.71
08/01/2011;18.0;16.9;12.0;26.0;-1.0;-1.0;-1.0;-1.0;-1.0;17.45
09/01/2011;13.0;11.2;6.0;11.0;-1.0;-1.0;-1.0;-1.0;-1.0;11.97
10/01/2011;23.0;14.0;9.0;12.0;12.0;-1.0;-1.0;-1.0;-1.0;18.04
11/01/2011;26.0;22.0;13.0;23.0;20.0;-1.0;-1.0;-1.0;-1.0;23.66
12/01/2011;26.0;17.3;11.0;23.0;16.0;-1.0;-1.0;-1.0;-1.0;21.29
13/01/2011;55.0;41.4;29.0;45.0;34.0;-1.0;-1.0;-1.0;-1.0;47.36
14/01/2011;61.0;46.2;41.0;47.0;36.0;-1.0;-1.0;-1.0;-1.0;52.72
15/01/2011;46.0;38.7;26.0;34.0;30.0;-1.0;-1.0;-1.0;-1.0;41.56
16/01/2011;41.0;38.9;30.0;38.0;35.0;-1.0;-1.0;-1.0;-1.0;39.59
17/01/2011;53.0;-1.0;36.0;45.0;44.0;-1.0;-1.0;-1.0;-1.0;51.7
18/01/2011;64.0;41.1;41.0;55.0;38.0;-1.0;-1.0;-1.0;-1.0;51.9
19/01/2011;20.0;17.3;11.0;13.0;15.0;-1.0;-1.0;-1.0;-1.0;18.33
20/01/2011;21.0;18.8;13.0;16.0;15.0;-1.0;-1.0;-1.0;-1.0;19.57
21/01/2011;20.0;17.7;12.0;14.0;12.0;-1.0;-1.0;-1.0;-1.0;18.45
22/01/2011;19.0;17.9;12.0;14.0;11.0;-1.0;-1.0;-1.0;-1.0;18.04
23/01/2011;28.0;26.9;19.0;24.0;20.0;-1.0;-1.0;-1.0;-1.0;27.02
24/01/2011;44.0;41.4;28.0;35.0;29.0;-1.0;-1.0;-1.0;-1.0;41.9
25/01/2011;57.0;49.8;33.0;40.0;43.0;-1.0;-1.0;-1.0;-1.0;52.54
26/01/2011;53.0;44.9;34.0;45.0;36.0;-1.0;-1.0;-1.0;-1.0;48.21
27/01/2011;51.0;39.5;29.0;39.0;35.0;-1.0;-1.0;-1.0;-1.0;44.55
28/01/2011;49.0;43.5;29.0;41.0;38.0;-1.0;-1.0;-1.0;-1.0;45.61
29/01/2011;64.0;65.4;48.0;58.0;58.0;-1.0;-1.0;-1.0;-1.0;64.1
30/01/2011;53.0;51.4;40.0;47.0;46.0;-1.0;-1.0;-1.0;-1.0;51.72
31/01/2011;57.0;54.3;43.0;52.0;54.0;-1.0;-1.0;-1.0;-1.0;55.33
01/02/2011;60.0;55.9;46.0;55.0;59.0;-1.0;-1.0;-1.0;-1.0;57.73
02/02/2011;53.0;47.7;40.0;48.0;48.0;-1.0;-1.0;-1.0;-1.0;50.06
03/02/2011;52.0;40.7;32.0;39.0;42.0;-1.0;-1.0;-1.0;-1.0;45.86
04/02/2011;68.0;51.8;43.0;56.0;51.0;-1.0;-1.0;-1.0;-1.0;59.26
05/02/2011;48.0;37.4;25.0;32.0;32.0;-1.0;-1.0;-1.0;-1.0;41.91
06/02/2011;55.0;56.8;42.0;48.0;34.0;-1.0;-1.0;-1.0;-1.0;54.85
07/02/2011;62.0;55.2;44.0;51.0;53.0;-1.0;-1.0;-1.0;-1.0;58.07
08/02/2011;71.0;64.4;47.0;58.0;64.0;-1.0;-1.0;-1.0;-1.0;67.09
09/02/2011;68.0;59.7;50.0;58.0;57.0;-1.0;-1.0;-1.0;-1.0;63.31
10/02/2011;88.0;79.2;68.0;85.0;86.0;-1.0;-1.0;-1.0;-1.0;83.41
11/02/2011;62.0;57.7;40.0;55.0;68.0;-1.0;-1.0;-1.0;-1.0;59.7
12/02/2011;79.0;71.3;53.0;73.0;82.0;-1.0;-1.0;-1.0;-1.0;74.95
13/02/2011;61.0;67.6;43.0;57.0;-1.0;-1.0;-1.0;-1.0;-1.0;63.81
14/02/2011;28.0;26.5;14.0;25.0;-1.0;-1.0;-1.0;-1.0;-1.0;26.98
15/02/2011;24.0;21.3;10.0;23.0;-1.0;-1.0;-1.0;-1.0;-1.0;22.42
16/02/2011;44.0;34.2;25.0;30.0;-1.0;-1.0;-1.0;-1.0;-1.0;38.73
17/02/2011;56.0;43.6;33.0;46.0;48.0;-1.0;-1.0;-1.0;-1.0;49.39
18/02/2011;51.0;41.5;33.0;40.0;40.0;-1.0;-1.0;-1.0;-1.0;45.73
19/02/2011;58.0;50.5;40.0;50.0;49.0;-1.0;-1.0;-1.0;-1.0;53.77
20/02/2011;35.0;37.0;22.0;33.0;28.0;-1.0;-1.0;-1.0;-1.0;35.45
21/02/2011;39.0;28.7;19.0;28.0;24.0;-1.0;-1.0;-1.0;-1.0;33.19
22/02/2011;32.0;29.7;20.0;27.0;26.0;-1.0;-1.0;-1.0;-1.0;30.45
23/02/2011;56.0;52.7;39.0;45.0;53.0;-1.0;-1.0;-1.0;-1.0;53.92
24/02/2011;54.0;43.9;32.0;46.0;38.0;-1.0;-1.0;-1.0;-1.0;48.25
25/02/2011;28.0;20.3;14.0;20.0;21.0;-1.0;-1.0;-1.0;-1.0;23.82
26/02/2011;32.0;31.4;19.0;26.0;23.0;-1.0;-1.0;-1.0;-1.0;31.12
27/02/2011;11.0;11.4;5.0;7.0;5.0;-1.0;-1.0;-1.0;-1.0;10.84
28/02/2011;20.0;18.5;12.0;14.0;10.0;-1.0;-1.0;-1.0;-1.0;18.76
01/03/2011;38.0;36.8;27.0;33.0;29.0;-1.0;-1.0;-1.0;-1.0;36.89
02/03/2011;56.0;54.1;39.0;48.0;47.0;-1.0;-1.0;-1.0;-1.0;54.42
03/03/2011;64.0;58.8;45.0;55.0;51.0;-1.0;-1.0;-1.0;-1.0;60.69
04/03/2011;63.0;57.3;44.0;52.0;52.0;-1.0;-1.0;-1.0;-1.0;59.5
05/03/2011;70.0;70.7;56.0;64.0;53.0;-1.0;-1.0;-1.0;-1.0;69.45
06/03/2011;60.0;59.9;46.0;53.0;51.0;-1.0;-1.0;-1.0;-1.0;59.33
07/03/2011;57.0;54.1;40.0;48.0;48.0;-1.0;-1.0;-1.0;-1.0;54.94
08/03/2011;29.0;35.5;-1.0;28.0;26.0;-1.0;-1.0;-1.0;-1.0;31.99
09/03/2011;29.0;37.8;-1.0;24.0;24.0;-1.0;-1.0;-1.0;-1.0;32.98
10/03/2011;44.0;46.7;-1.0;39.0;33.0;-1.0;-1.0;-1.0;-1.0;44.87
11/03/2011;42.0;43.3;-1.0;31.0;31.0;-1.0;-1.0;-1.0;-1.0;42.13
12/03/2011;20.0;24.8;11.0;20.0;14.0;-1.0;-1.0;-1.0;-1.0;21.89
13/03/2011;26.0;18.1;13.0;18.0;17.0;-1.0;-1.0;-1.0;-1.0;21.68
14/03/2011;26.0;15.5;9.0;19.0;17.0;-1.0;-1.0;-1.0;-1.0;20.4
15/03/2011;44.0;46.2;27.0;34.0;25.0;-1.0;-1.0;-1.0;-1.0;43.99
16/03/2011;31.0;30.9;16.0;26.0;22.0;-1.0;-1.0;-1.0;-1.0;30.33
17/03/2011;50.0;52.4;36.0;47.0;46.0;-1.0;-1.0;-1.0;-1.0;50.71
18/03/2011;47.0;40.5;28.0;35.0;34.0;-1.0;-1.0;-1.0;-1.0;43.05
19/03/2011;25.0;23.4;14.0;20.0;15.0;-1.0;-1.0;-1.0;-1.0;23.67
20/03/2011;25.0;23.2;16.0;19.0;12.0;-1.0;-1.0;-1.0;-1.0;23.5
21/03/2011;26.0;20.4;14.0;18.0;12.0;-1.0;-1.0;-1.0;-1.0;22.61
22/03/2011;42.0;39.8;25.0;32.0;25.0;-1.0;-1.0;-1.0;-1.0;39.99
23/03/2011;49.0;55.7;31.0;40.0;29.0;-1.0;-1.0;-1.0;-1.0;51.06
24/03/2011;45.0;-1.0;28.0;41.0;35.0;-1.0;-1.0;-1.0;-1.0;43.72
25/03/2011;24.0;-1.0;12.0;29.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.68
26/03/2011;32.0;-1.0;17.0;26.0;21.0;-1.0;-1.0;-1.0;-1.0;30.69
27/03/2011;26.0;-1.0;15.0;19.0;-1.0;-1.0;-1.0;-1.0;-1.0;25.44
28/03/2011;24.0;-1.0;11.0;18.0;-1.0;-1.0;-1.0;-1.0;-1.0;23.39
29/03/2011;27.0;-1.0;14.0;21.0;18.0;-1.0;-1.0;-1.0;-1.0;25.88
30/03/2011;21.0;-1.0;9.0;17.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.47
31/03/2011;21.0;-1.0;10.0;21.0;-1.0;-1.0;-1.0;-1.0;-1.0;20.6
